06-06-22, 50.0
PPCI&N;Abrev. Net. Name;Net. Type;MCC;MNC;Country Initials;Organisation;Network;SIM;Last Update
CHINA MOBILE;CMCC;LTE-TD 2600;460;02;CHN;China Mobile Limited;CHINA MOBILE;898600;2015-11-24
CHINA MOBILE;CMCC;LTE-TD 2600;460;02;CHN;China Mobile Limited;CHINA MOBILE;898602;2015-11-24
CHINA MOBILE;CMCC;TD-SCDMA 1900;460;02;CHN;China Mobile Limited;CHINA MOBILE;898600;2015-11-24
CHINA MOBILE;CMCC;TD-SCDMA 1900;460;02;CHN;China Mobile Limited;CHINA MOBILE;898602;2015-11-24
CHINA MOBILE;CMCC;TD-SCDMA 2000;460;02;CHN;China Mobile Limited;CHINA MOBILE;898600;2015-11-24
CHINA MOBILE;CMCC;TD-SCDMA 2000;460;02;CHN;China Mobile Limited;CHINA MOBILE;898602;2015-11-24
CHINA MOBILE;CMCC;GSM 1800;460;00;CHN;China Mobile Limited;CHINA MOBILE;898600;2015-11-24
CHINA MOBILE;CMCC;GSM 1800;460;00;CHN;China Mobile Limited;CHINA MOBILE;898602;2015-11-24
CHINA MOBILE;CMCC;GSM 900;460;00;CHN;China Mobile Limited;CHINA MOBILE;898600;2015-11-24
CHINA MOBILE;CMCC;GSM 900;460;00;CHN;China Mobile Limited;CHINA MOBILE;898602;2015-11-24
CHINA MOBILE;CMCC;LTE-TD 1900;460;00;CHN;China Mobile Limited;CHINA MOBILE;898600;2015-11-24
CHINA MOBILE;CMCC;LTE-TD 1900;460;00;CHN;China Mobile Limited;CHINA MOBILE;898602;2015-11-24
CHINA MOBILE;CMCC;LTE-TD 2300;460;00;CHN;China Mobile Limited;CHINA MOBILE;898600;2015-11-24
CHINA MOBILE;CMCC;LTE-TD 2300;460;00;CHN;China Mobile Limited;CHINA MOBILE;898602;2015-11-24
CHINA MOBILE;CMCC;LTE-TD 2600;460;00;CHN;China Mobile Limited;CHINA MOBILE;898602;2015-11-24
CHINA MOBILE;CMCC;LTE-TD 2600;460;00;CHN;China Mobile Limited;CHINA MOBILE;898600;2015-11-24
CHINA MOBILE;CMCC;TD-SCDMA 1900;460;00;CHN;China Mobile Limited;CHINA MOBILE;898600;2015-11-24
CHINA MOBILE;CMCC;TD-SCDMA 1900;460;00;CHN;China Mobile Limited;CHINA MOBILE;898602;2015-11-24
CHINA MOBILE;CMCC;TD-SCDMA 2000;460;00;CHN;China Mobile Limited;CHINA MOBILE;898600;2015-11-24
CHINA MOBILE;CMCC;TD-SCDMA 2000;460;00;CHN;China Mobile Limited;CHINA MOBILE;898602;2015-11-24
CHINA MOBILE;CMCC;GSM 1800;460;07;CHN;China Mobile Limited;CHINA MOBILE;898600;2015-11-24
CHINA MOBILE;CMCC;GSM 1800;460;07;CHN;China Mobile Limited;CHINA MOBILE;898602;2015-11-24
CHINA MOBILE;CMCC;GSM 900;460;07;CHN;China Mobile Limited;CHINA MOBILE;898600;2015-11-24
CHINA MOBILE;CMCC;GSM 900;460;07;CHN;China Mobile Limited;CHINA MOBILE;898602;2015-11-24
CHINA MOBILE;CMCC;LTE-TD 1900;460;07;CHN;China Mobile Limited;CHINA MOBILE;898600;2015-11-24
CHINA MOBILE;CMCC;LTE-TD 1900;460;07;CHN;China Mobile Limited;CHINA MOBILE;898602;2015-11-24
CHINA MOBILE;CMCC;LTE-TD 2300;460;07;CHN;China Mobile Limited;CHINA MOBILE;898600;2015-11-24
CHINA MOBILE;CMCC;LTE-TD 2300;460;07;CHN;China Mobile Limited;CHINA MOBILE;898602;2015-11-24
CHINA MOBILE;CMCC;LTE-TD 2600;460;07;CHN;China Mobile Limited;CHINA MOBILE;898600;2015-11-24
CHINA MOBILE;CMCC;LTE-TD 2600;460;07;CHN;China Mobile Limited;CHINA MOBILE;898602;2015-11-24
CHINA MOBILE;CMCC;TD-SCDMA 1900;460;07;CHN;China Mobile Limited;CHINA MOBILE;898600;2015-11-24
CHINA MOBILE;CMCC;TD-SCDMA 1900;460;07;CHN;China Mobile Limited;CHINA MOBILE;898602;2015-11-24
CHINA MOBILE;CMCC;TD-SCDMA 2000;460;07;CHN;China Mobile Limited;CHINA MOBILE;898600;2015-11-24
CHINA MOBILE;CMCC;TD-SCDMA 2000;460;07;CHN;China Mobile Limited;CHINA MOBILE;898602;2015-11-24
CHN-UNICOM;UNICOM;3G 2100;460;09;CHN;China Unicom;CHINA UNICOM GSM;898601;2015-09-07
CHN-UNICOM;UNICOM;3G 2100;460;09;CHN;China Unicom;CHINA UNICOM GSM;898609;2015-09-07
CHN-UNICOM;UNICOM;GSM 1800;460;09;CHN;China Unicom;CHINA UNICOM GSM;898601;2015-09-07
CHN-UNICOM;UNICOM;GSM 1800;460;09;CHN;China Unicom;CHINA UNICOM GSM;898609;2015-09-07
CHN-UNICOM;UNICOM;GSM 900;460;09;CHN;China Unicom;CHINA UNICOM GSM;898601;2015-09-07
CHN-UNICOM;UNICOM;GSM 900;460;09;CHN;China Unicom;CHINA UNICOM GSM;898609;2015-09-07
CHN-UNICOM;UNICOM;LTE 2300;460;09;CHN;China Unicom;CHINA UNICOM GSM;898601;2015-09-07
CHN-UNICOM;UNICOM;LTE 2300;460;09;CHN;China Unicom;CHINA UNICOM GSM;898609;2015-09-07
CHN-UNICOM;UNICOM;LTE 2600;460;09;CHN;China Unicom;CHINA UNICOM GSM;898601;2015-09-07
CHN-UNICOM;UNICOM;LTE 2600;460;09;CHN;China Unicom;CHINA UNICOM GSM;898609;2015-09-07
CHN-UNICOM;UNICOM;3G 2100;460;01;CHN;China Unicom;CHINA UNICOM GSM;898601;2015-09-07
CHN-UNICOM;UNICOM;GSM 1800;460;01;CHN;China Unicom;CHINA UNICOM GSM;898601;2015-09-07
CHN-UNICOM;UNICOM;GSM 900;460;01;CHN;China Unicom;CHINA UNICOM GSM;898601;2015-09-07
CHN-UNICOM;UNICOM;LTE 2300;460;01;CHN;China Unicom;CHINA UNICOM GSM;898601;2015-09-07
CHN-UNICOM;UNICOM;LTE 2600;460;01;CHN;China Unicom;CHINA UNICOM GSM;898601;2015-09-07
CHINA BROADNET;CBN;NR 3300;460;15;CHN;China Broadcasting Network Group Corporation Ltd.;CHINA BROADNET;898615;2022-04-26
CHINA BROADNET;CBN;NR 4900;460;15;CHN;China Broadcasting Network Group Corporation Ltd.;CHINA BROADNET;898615;2022-04-26
CHINA BROADNET;CBN;NR 700;460;15;CHN;China Broadcasting Network Group Corporation Ltd.;CHINA BROADNET;898615;2022-04-26
KoZ;KoZ;GSM 1800;612;04;CIV;Comium Côte d'Ivoire SA (CCI SA);Comium Ivory Coast INC.;8922504;2012-04-24
KoZ;KoZ;GSM 900;612;04;CIV;Comium Côte d'Ivoire SA (CCI SA);Comium Ivory Coast INC.;8922504;2012-04-24
MOOV CI;MOOV;GSM 1800;612;02;CIV;Atlantique Telecom Côte d'Ivoire;MOOV CI;8922502;2015-03-18
MOOV CI;MOOV;GSM 900;612;02;CIV;Atlantique Telecom Côte d'Ivoire;MOOV CI;8922502;2015-03-18
Orange;Orange;GSM 900;612;03;CIV;Orange Cote DIvoire S.A.;Orange;8922503;2018-06-13
MTN CI;MTN CI;3G 2100;612;05;CIV;MTN Cote d'Ivoire S.A;MTN;8922505;2017-05-12
MTN CI;MTN CI;3G 900;612;05;CIV;MTN Cote d'Ivoire S.A;MTN;8922505;2017-05-12
MTN CI;MTN CI;GSM 1800;612;05;CIV;MTN Cote d'Ivoire S.A;MTN;8922505;2017-05-12
MTN CI;MTN CI;GSM 900;612;05;CIV;MTN Cote d'Ivoire S.A;MTN;8922505;2015-09-22
MTN CI;MTN CI;LTE-FDD 1800;612;05;CIV;MTN Cote d'Ivoire S.A;MTN;8922505;2017-05-12
MTN CI;MTN CI;LTE-FDD 2600;612;05;CIV;MTN Cote d'Ivoire S.A;MTN;8922505;2017-05-12
MTN CI;MTN CI;LTE-FDD 800;612;05;CIV;MTN Cote d'Ivoire S.A;MTN;8922505;2017-05-12
MTN CI;MTN CI;LTE-TDD 2600;612;05;CIV;MTN Cote d'Ivoire S.A;MTN;8922505;2017-05-12
MTN CAM;MTN CAM;GSM 900;624;01;CMR;MTN Cameroon Ltd;MTN Cameroon;8923701;2015-12-14
Orange CM;Orange;GSM 900;624;02;CMR;Orange Cameroun SA;Orange;8923702;2018-06-20
Nexttel;Nexttel;GSM 1800;624;04;CMR;VIETTEL CAMEROON S.A. ;Nexttel;8923704;2014-09-30
Nexttel;Nexttel;GSM 900;624;04;CMR;VIETTEL CAMEROON S.A. ;Nexttel;8923704;2014-09-30
Africell RDC;AFRICELL;GSM 1800;630;90;COD;Africell RDC sprl;Africell RDC;8924390;2015-10-28
Africell RDC;AFRICELL;GSM 900;630;90;COD;Africell RDC sprl;Africell RDC;8924390;2015-10-28
Orange RDC;Orange;3G 2100;630;86;COD;Orange RDC Sarl;Orange RDC;8924384;2012-12-20
Orange RDC;Orange;GSM 1800;630;86;COD;Orange RDC Sarl;Orange RDC;8924384;2012-12-19
Orange RDC;Orange;GSM 900;630;86;COD;Orange RDC Sarl;Orange RDC;8924384;2012-12-19
TIGO DRC;TIGO;3G 2100;630;89;COD;Oasis sprl;TIGO;8924389;2013-04-11
TIGO DRC;TIGO;GSM 1800;630;89;COD;Oasis sprl;TIGO;8924389;2013-02-11
Airtel;Airtel;GSM 900;630;02;COD;AIRTEL CONGO RDC SA;Airtel;8924302;2014-09-10
Vodacom Congo;VODACOM;GSM 1800;630;01;COD;Vodacom Congo (RDC) S.A.;Vodacom Congo;8924301;2015-08-17
Vodacom Congo;VODACOM;GSM 900;630;01;COD;Vodacom Congo (RDC) S.A.;Vodacom Congo;8924301;2015-08-17
COG MTN;MTN-CG;GSM 900;629;10;COG;MTN Congo S.A;Libertis Telecom;8962910;2006-05-12
Airtel;Airtel;GSM 900;629;01;COG;Airtel Congo SA;Airtel;8924201;2014-08-13
CK KOKANET;KOKANET;GSM 900;548;01;COK;Telecom Cook Islands Limited;Telecom Cook Islands;8954801;2012-07-05
Movistar;Movistar;GSM 1900;732;123;COL;Colombia Telecomunicaciones S.A. ESP;Movistar;8957123;2015-08-04
Movistar;Movistar;GSM 850;732;123;COL;Colombia Telecomunicaciones S.A. ESP;Movistar;8957123;2015-08-04
TIGO;TIGO;GSM 1900;732;111;COL;Colombia Movil S.A.;TIGO COLOMBIA;8957732;2016-03-16
TIGO;TIGO;GSM 1900;732;103;COL;Colombia Movil S.A.;TIGO COLOMBIA;8957732;2016-03-16
Claro;Claro;3G 1900;732;101;COL;Comunicacion Celular S.A (Comcel S.A);Claro;8957101;2016-03-16
Claro;Claro;3G 850;732;101;COL;Comunicacion Celular S.A (Comcel S.A);Claro;8957101;2016-03-16
Claro;Claro;GSM 1900;732;101;COL;Comunicacion Celular S.A (Comcel S.A);Claro;8957101;2016-03-16
Claro;Claro;GSM 850;732;101;COL;Comunicacion Celular S.A (Comcel S.A);Claro;8957101;2016-03-16
Avantel;Avantel;AWS 1700;732;130;COL;Avantel S.A.S;Avantel;8957130;2016-02-09
Avantel;Avantel;AWS 2100;732;130;COL;Avantel S.A.S;Avantel;8957130;2016-02-09
Avantel;Avantel;LTE 1700;732;130;COL;Avantel S.A.S;Avantel;8957130;2016-02-09
Avantel;Avantel;LTE 2100;732;130;COL;Avantel S.A.S;Avantel;8957130;2016-02-09
ETB 4G;ETB;LTE 1700;732;187;COL;EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. E.S.P;ETB;8957187;2015-02-09
ETB 4G;ETB;LTE 2100;732;187;COL;EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. E.S.P;ETB;8957187;2015-02-09
WOM;WOM;LTE 2500;732;360;COL;PARTNERS TELECOM COLOMBIA SAS;WOM;868657;2021-04-01
WOM;WOM;LTE 700;732;360;COL;PARTNERS TELECOM COLOMBIA SAS;WOM;868657;2021-04-01
HURI;HURI;GSM 900;654;01;COM;Societe Nationale des Telecommunications (Comores Telecom);HURI;8926901;2012-07-05
TELCO;COMTM;3G 900;654;02;COM;TELCO S.A.;TELCO Comoros;8926902;2016-12-08
TELCO;COMTM;GSM 900;654;02;COM;TELCO S.A.;TELCO Comoros;8926902;2016-12-08
TELCO;COMTM;LTE 800;654;02;COM;TELCO S.A.;TELCO Comoros;8926902;2016-12-08
Unitel T+;UnitelT+;3G 2100;625;02;CPV;UNITEL T+ TELECOMUNICACÕES, Sociedade Unipessoal S.A.;Unitel T+;8923802;2015-11-18
Unitel T+;UnitelT+;GSM 1800;625;02;CPV;UNITEL T+ TELECOMUNICACÕES, Sociedade Unipessoal S.A.;Unitel T+;8923802;2015-11-18
Unitel T+;UnitelT+;GSM 900;625;02;CPV;UNITEL T+ TELECOMUNICACÕES, Sociedade Unipessoal S.A.;Unitel T+;8923802;2015-11-18
Unitel T+;UnitelT+;LTE 1800;625;02;CPV;UNITEL T+ TELECOMUNICACÕES, Sociedade Unipessoal S.A.;Unitel T+;8923802;2019-08-13
Unitel T+;UnitelT+;LTE 800;625;02;CPV;UNITEL T+ TELECOMUNICACÕES, Sociedade Unipessoal S.A.;Unitel T+;8923802;2019-08-13
CVMOVEL;CVMOVEL;3G 2100;625;01;CPV;CVMóvel, S.A.;CVMOVEL;8923801;2015-12-11
CVMOVEL;CVMOVEL;GSM 1800;625;01;CPV;CVMóvel, S.A.;CVMOVEL;8923801;2015-12-11
CVMOVEL;CVMOVEL;GSM 900;625;01;CPV;CVMóvel, S.A.;CVMOVEL;8923801;2015-12-11
CVMOVEL;CVMOVEL;LTE 1800;625;01;CPV;CVMóvel, S.A.;CVMOVEL;8923801;2019-06-13
CVMOVEL;CVMOVEL;LTE 800;625;01;CPV;CVMóvel, S.A.;CVMOVEL;8923801;2019-06-13
CLARO CR;CLARO CR;3G 2100;712;03;CRI;Claro CR Telecomunicaciones, S.A.;Claro CR;8950603;2016-04-18
CLARO CR;CLARO CR;GSM 1800;712;03;CRI;Claro CR Telecomunicaciones, S.A.;Claro CR;8950603;2016-04-18
CLARO CR;CLARO CR;GSM 850;712;03;CRI;Claro CR Telecomunicaciones, S.A.;Claro CR;8950603;2016-04-18
CLARO CR;CLARO CR;LTE-FDD 1800;712;03;CRI;Claro CR Telecomunicaciones, S.A.;Claro CR;8950603;2016-04-18
Movistar;Movistar;3G 2100;712;04;CRI;Telefónica de Costa Rica TC, S.A.;Movistar;8950604;2016-02-04
Movistar;Movistar;3G 850;712;04;CRI;Telefónica de Costa Rica TC, S.A.;Movistar;8950604;2016-02-04
Movistar;Movistar;GSM 1800;712;04;CRI;Telefónica de Costa Rica TC, S.A.;Movistar;8950604;2016-02-04
Movistar;Movistar;LTE 1800;712;04;CRI;Telefónica de Costa Rica TC, S.A.;Movistar;8950604;2017-08-04
I.C.E.;I.C.E.;3G 850;712;02;CRI;Instituto Costarricense de Electricidad - ICE;I.C.E.;8950601;2015-10-28
I.C.E.;I.C.E.;GSM 1800;712;02;CRI;Instituto Costarricense de Electricidad - ICE;I.C.E.;8950601;2015-10-28
I.C.E.;I.C.E.;3G 850;712;01;CRI;Instituto Costarricense de Electricidad - ICE;I.C.E.;8950601;2015-10-28
I.C.E.;I.C.E.;GSM 1800;712;01;CRI;Instituto Costarricense de Electricidad - ICE;I.C.E.;8950601;2015-10-28
FLOW;FLOW;GSM 1900;346;140;CYM;Cable and Wireless (Cayman Islands) Ltd;FLOW;8901015;2016-08-22
FLOW;FLOW;GSM 850;346;140;CYM;Cable and Wireless (Cayman Islands) Ltd;FLOW;8901015;2016-08-22
PrimeTel PLC;PrimeTel;3G 2100;280;20;CYP;PrimeTel PLC ;PrimeTel PLC;8935720;2017-02-07
PrimeTel PLC;PrimeTel;3G 900;280;20;CYP;PrimeTel PLC ;PrimeTel PLC;8935720;2017-01-24
PrimeTel PLC;PrimeTel;GSM 1800;280;20;CYP;PrimeTel PLC ;PrimeTel PLC;8935720;2015-08-17
PrimeTel PLC;PrimeTel;GSM 900;280;20;CYP;PrimeTel PLC ;PrimeTel PLC;8935720;2015-08-17
PrimeTel PLC;PrimeTel;LTE 1800;280;20;CYP;PrimeTel PLC ;PrimeTel PLC;8935720;2017-02-07
PrimeTel PLC;PrimeTel;LTE 900;280;20;CYP;PrimeTel PLC ;PrimeTel PLC;8935720;2017-02-07
epic;epic;3G 2100;280;10;CYP;EPIC Ltd.;epic;8935710;2019-07-01
epic;epic;GSM 1800;280;10;CYP;EPIC Ltd.;epic;8935710;2019-07-01
epic;epic;GSM 900;280;10;CYP;EPIC Ltd.;epic;8935710;2019-07-01
epic;epic;LTE 1800;280;10;CYP;EPIC Ltd.;epic;8935710;2019-07-01
Cyta-Voda;CytaVoda;GSM 1800;280;01;CYP;Cyprus Telecommunications Authority;Cytamobile-Vodafone;8935701;2015-12-14
Cyta-Voda;CytaVoda;GSM 900;280;01;CYP;Cyprus Telecommunications Authority;Cytamobile-Vodafone;8935701;2015-12-14
Cablenet;Cablenet;LTE 2600;280;22;CYP;Cablenet Communication Systems plc;Cablenet;8935722;2021-02-16
Cablenet;Cablenet;LTE 800;280;22;CYP;Cablenet Communication Systems plc;Cablenet;8935722;2021-02-16
Vodafone CZ;Vodafone;3G 2100;230;03;CZE;Vodafone Czech Republic a.s.;Vodafone;894203;2016-03-02
Vodafone CZ;Vodafone;GSM 1800;230;03;CZE;Vodafone Czech Republic a.s.;Vodafone;894203;2016-03-02
Vodafone CZ;Vodafone;GSM 900;230;03;CZE;Vodafone Czech Republic a.s.;Vodafone;894203;2016-03-02
Vodafone CZ;Vodafone;LTE 1800;230;03;CZE;Vodafone Czech Republic a.s.;Vodafone;894203;2017-08-16
Vodafone CZ;Vodafone;LTE 2100;230;03;CZE;Vodafone Czech Republic a.s.;Vodafone;894203;2017-08-16
Vodafone CZ;Vodafone;LTE 2600;230;03;CZE;Vodafone Czech Republic a.s.;Vodafone;894203;2017-08-16
Vodafone CZ;Vodafone;LTE 800;230;03;CZE;Vodafone Czech Republic a.s.;Vodafone;894203;2017-08-16
Vodafone CZ;Vodafone;LTE 900;230;03;CZE;Vodafone Czech Republic a.s.;Vodafone;894203;2017-08-16
T-Mobile CZ;TMO CZ;3G 2100;230;01;CZE;T-Mobile Czech Republic a.s.;T-Mobile CZ;894201;2015-11-18
T-Mobile CZ;TMO CZ;GSM 1800;230;01;CZE;T-Mobile Czech Republic a.s.;T-Mobile CZ;894201;2015-11-18
T-Mobile CZ;TMO CZ;GSM 900;230;01;CZE;T-Mobile Czech Republic a.s.;T-Mobile CZ;894201;2015-11-18
T-Mobile CZ;TMO CZ;LTE-FDD 1800;230;01;CZE;T-Mobile Czech Republic a.s.;T-Mobile CZ;894201;2015-11-18
T-Mobile CZ;TMO CZ;LTE-FDD 2100;230;01;CZE;T-Mobile Czech Republic a.s.;T-Mobile CZ;894201;2017-04-10
T-Mobile CZ;TMO CZ;LTE-FDD 2600;230;01;CZE;T-Mobile Czech Republic a.s.;T-Mobile CZ;894201;2017-04-10
T-Mobile CZ;TMO CZ;LTE-FDD 800;230;01;CZE;T-Mobile Czech Republic a.s.;T-Mobile CZ;894201;2015-11-18
O2 - CZ;O2 - CZ;3G 2100;230;02;CZE;O2 Czech Republic a.s.;O2 Czech Republic;894202;2016-03-02
O2 - CZ;O2 - CZ;GSM 1800;230;02;CZE;O2 Czech Republic a.s.;O2 Czech Republic;894202;2016-03-02
O2 - CZ;O2 - CZ;GSM 900;230;02;CZE;O2 Czech Republic a.s.;O2 Czech Republic;894202;2016-03-02
O2 - CZ;O2 - CZ;LTE 1800;230;02;CZE;O2 Czech Republic a.s.;O2 Czech Republic;894202;2016-03-02
O2 - CZ;O2 - CZ;LTE 800;230;02;CZE;O2 Czech Republic a.s.;O2 Czech Republic;894202;2016-03-02
o2 - de;o2 - de;3G 2100;262;03;DEU;Telefónica Germany GmbH & Co. OHG;O2 Germany;894921;2017-11-28
o2 - de;o2 - de;GSM 1800;262;03;DEU;Telefónica Germany GmbH & Co. OHG;O2 Germany;894921;2017-11-28
o2 - de;o2 - de;GSM 900;262;03;DEU;Telefónica Germany GmbH & Co. OHG;O2 Germany;894921;2017-11-29
o2 - de;o2 - de;LTE 1800;262;03;DEU;Telefónica Germany GmbH & Co. OHG;O2 Germany;894921;2017-11-28
o2 - de;o2 - de;LTE 2600;262;03;DEU;Telefónica Germany GmbH & Co. OHG;O2 Germany;894921;2017-11-28
o2 - de;o2 - de;LTE 800;262;03;DEU;Telefónica Germany GmbH & Co. OHG;O2 Germany;894921;2017-11-28
o2 - de;o2 - de;3G 2100;262;07;DEU;Telefónica Germany GmbH & Co. OHG;O2 Germany;894922;2015-12-18
o2 - de;o2 - de;GSM 1800;262;07;DEU;Telefónica Germany GmbH & Co. OHG;O2 Germany;894922;2015-12-18
o2 - de;o2 - de;GSM 900;262;07;DEU;Telefónica Germany GmbH & Co. OHG;O2 Germany;894922;2017-11-29
o2 - de;o2 - de;LTE 1800;262;07;DEU;Telefónica Germany GmbH & Co. OHG;O2 Germany;894922;2017-11-29
o2 - de;o2 - de;LTE 2600;262;07;DEU;Telefónica Germany GmbH & Co. OHG;O2 Germany;894922;2015-12-18
o2 - de;o2 - de;LTE 800;262;07;DEU;Telefónica Germany GmbH & Co. OHG;O2 Germany;894922;2015-12-18
vodafone.de;Vodafone;3G 2100;262;02;DEU;Vodafone GmbH;Vodafone;894920;2020-08-19
vodafone.de;Vodafone;GSM 1800;262;02;DEU;Vodafone GmbH;Vodafone;894920;2020-08-19
vodafone.de;Vodafone;GSM 900;262;02;DEU;Vodafone GmbH;Vodafone;894920;2020-08-19
Telekom.de;TDG;3G 2100;262;01;DEU;Telekom Deutschland GmbH;Telekom Deutschland GmbH;894902;2015-09-02
Telekom.de;TDG;GSM 1800;262;01;DEU;Telekom Deutschland GmbH;Telekom Deutschland GmbH;894902;2015-09-02
Telekom.de;TDG;GSM 900;262;01;DEU;Telekom Deutschland GmbH;Telekom Deutschland GmbH;894902;2015-09-02
DJ EVATIS;EVATIS;3G 2100;638;01;DJI;Djibouti Telecom S.A.;Evatis;8925301;2018-05-30
DJ EVATIS;EVATIS;3G 900;638;01;DJI;Djibouti Telecom S.A.;Evatis;8925301;2018-06-13
DJ EVATIS;EVATIS;GSM 1800;638;01;DJI;Djibouti Telecom S.A.;Evatis;8925301;2018-06-13
DJ EVATIS;EVATIS;GSM 900;638;01;DJI;Djibouti Telecom S.A.;Evatis;8925301;2015-08-10
DJ EVATIS;EVATIS;LTE 1800;638;01;DJI;Djibouti Telecom S.A.;Evatis;8925301;2018-05-30
DJ EVATIS;EVATIS;LTE 800;638;01;DJI;Djibouti Telecom S.A.;Evatis;8925301;2018-05-30
FLOW;FLOW;GSM 850;366;110;DMA;Cable & Wireless Dominica Limited;FLOW;89116;2016-08-22
3 DK;3 DK;3G 2100;238;06;DNK;HI3G Denmark ApS;3 DK;894506;2015-12-14
Telia-Telenor DK;TT DK;3G 2100;238;66;DNK;Telia Nattjanster Norden AB;Telia DK;894504;2017-11-13
Telia-Telenor DK;TT DK;GSM 1800;238;66;DNK;Telia Nattjanster Norden AB;Telia DK;894504;2017-11-13
Telia-Telenor DK;TT DK;GSM 900;238;66;DNK;Telia Nattjanster Norden AB;Telia DK;894504;2017-11-13
Telia DK;Telia;3G 2100;238;20;DNK;Telia Nattjanster Norden AB;Telia DK;894504;2017-11-13
Telia DK;Telia;GSM 1800;238;20;DNK;Telia Nattjanster Norden AB;Telia DK;894504;2017-11-13
Telia DK;Telia;GSM 900;238;20;DNK;Telia Nattjanster Norden AB;Telia DK;894504;2017-11-13
TDC;TDC;3G 2100;238;01;DNK;Nuuday A/S;TDC Denmark;894501;2016-02-04
TDC;TDC;3G 900;238;01;DNK;Nuuday A/S;TDC Denmark;894501;2016-02-04
TDC;TDC;GSM 900;238;01;DNK;Nuuday A/S;TDC Denmark;894501;2016-02-04
TDC;TDC;LTE-FDD 1800;238;01;DNK;Nuuday A/S;TDC Denmark;894501;2016-02-04
TDC;TDC;LTE-FDD 800;238;01;DNK;Nuuday A/S;TDC Denmark;894501;2016-02-04
Telia-Telenor DK;TT DK;3G 2100;238;66;DNK;Telenor A/S;Telia-Telenor DK;894502;2016-03-02
Telia-Telenor DK;TT DK;3G 900;238;66;DNK;Telenor A/S;Telia-Telenor DK;894502;2016-03-02
Telia-Telenor DK;TT DK;GSM 1800;238;66;DNK;Telenor A/S;Telia-Telenor DK;894502;2016-03-02
Telia-Telenor DK;TT DK;GSM 900;238;66;DNK;Telenor A/S;Telia-Telenor DK;894502;2016-03-02
Telia-Telenor DK;TT DK;LTE 1800;238;66;DNK;Telenor A/S;Telia-Telenor DK;894502;2016-03-02
Telia-Telenor DK;TT DK;LTE 2600;238;66;DNK;Telenor A/S;Telia-Telenor DK;894502;2016-03-02
Telia-Telenor DK;TT DK;LTE 800;238;66;DNK;Telenor A/S;Telia-Telenor DK;894502;2016-03-02
Telenor DK;TelenoDK;3G 2100;238;02;DNK;Telenor A/S;Telenor DK;894502;2016-03-02
Telenor DK;TelenoDK;3G 900;238;02;DNK;Telenor A/S;Telenor DK;894502;2016-03-02
Telenor DK;TelenoDK;GSM 1800;238;02;DNK;Telenor A/S;Telenor DK;894502;2016-03-02
Telenor DK;TelenoDK;GSM 900;238;02;DNK;Telenor A/S;Telenor DK;894502;2016-03-02
Telenor DK;TelenoDK;LTE 1800;238;02;DNK;Telenor A/S;Telenor DK;894502;2016-03-02
Telenor DK;TelenoDK;LTE 2600;238;02;DNK;Telenor A/S;Telenor DK;894502;2016-03-02
Telenor DK;TelenoDK;LTE 800;238;02;DNK;Telenor A/S;Telenor DK;894502;2016-03-02
Viva DO;Viva;GSM 900;370;04;DOM;Trilogy Dominicana S.A.;Viva DO;89104;2015-12-14
CLARO DOM;ClaroDOM;3G 850;370;02;DOM;Compañia Dominicana de Teléfonos, S.A.;CLARO GSM;890102;2018-02-07
CLARO DOM;ClaroDOM;GSM 1900;370;02;DOM;Compañia Dominicana de Teléfonos, S.A.;CLARO GSM;890102;2015-08-07
CLARO DOM;ClaroDOM;GSM 850;370;02;DOM;Compañia Dominicana de Teléfonos, S.A.;CLARO GSM;890102;2015-08-07
CLARO DOM;ClaroDOM;LTE 2100;370;02;DOM;Compañia Dominicana de Teléfonos, S.A.;CLARO GSM;890102;2018-02-07
ALTICE;ALTICE;3G 850;370;01;DOM;Altice Dominicana, S.A.;ALTICE;890101;2018-04-09
ALTICE;ALTICE;3G 900;370;01;DOM;Altice Dominicana, S.A.;ALTICE;890101;2018-04-09
ALTICE;ALTICE;GSM 1800;370;01;DOM;Altice Dominicana, S.A.;ALTICE;890101;2018-04-09
ALTICE;ALTICE;GSM 1900;370;01;DOM;Altice Dominicana, S.A.;ALTICE;890101;2018-04-09
ALTICE;ALTICE;GSM 900;370;01;DOM;Altice Dominicana, S.A.;ALTICE;890101;2018-04-09
Djezzy;Djezzy;GSM 1800;603;02;DZA;Optimum Telecom Algeria Spa;Djezzy;8921302;2016-02-04
Djezzy;Djezzy;GSM 900;603;02;DZA;Optimum Telecom Algeria Spa;Djezzy;8921302;2016-02-04
ALG Mobilis;Mobilis;GSM 1800;603;01;DZA;ATM Mobilis;Mobilis;8921301;2015-08-05
ALG Mobilis;Mobilis;GSM 900;603;01;DZA;ATM Mobilis;Mobilis;8921301;2015-08-05
ooredoo Algeria;Ooredoo;GSM 1800;603;03;DZA;Wataniya Télécom Algérie;Wataniya Télécom Algérie;8921303;2015-08-06
ooredoo Algeria;Ooredoo;GSM 900;603;03;DZA;Wataniya Télécom Algérie;Wataniya Télécom Algérie;8921303;2015-08-06
Movistar;Movistar;3G 1900;740;00;ECU;Otecel Sociedad Anónima;MOVISTAR;8959300;2016-03-16
